"","ship_type","fuel_type","year","consumption"
"699","O","RefPO",2044,402.012072434608
"700","O","H2",2044,703.521126760563
"701","C","Oil",2045,219.418333333333
"702","C","LNG",2045,602.797619047619
"703","C","LPG",2045,736.752645502645
"704","C","MeOH",2045,1443.54166666667
"705","C","NH3",2045,1629.63218390805
"706","C","RefPO",2045,208.969841269841
"707","C","H2",2045,2089.69841269841
"708","T","Oil",2045,273.815602836879
"709","T","LNG",2045,916.793313069909
"710","T","LPG",2045,882.838005178431
"711","T","MeOH",2045,1463.6524822695
"712","T","NH3",2045,1534.31156762044
"713","T","RefPO",2045,244.478216818642
"714","T","H2",2045,2933.73860182371
"715","B","Oil",2045,307.864406779661
"716","B","LNG",2045,1145.32889426957
"717","B","LPG",2045,1018.07012823962
"718","B","MeOH",2045,1890.39548022599
"719","B","NH3",2045,2076.02052081304
"720","B","RefPO",2045,276.915074881177
"721","B","H2",2045,2052.42937853107
"722","G","Oil",2045,257.892030848329
"723","G","LNG",2045,759.860448035255
"724","G","LPG",2045,818.704859835965
"725","G","MeOH",2045,1538.30334190231
"726","G","NH3",2045,1707.42310078894
"727","G","RefPO",2045,229.23736075407
"728","G","H2",2045,2333.3088505325
"729","O","Oil",2045,133.07305530908
"730","O","LNG",2045,445.557104829509
"731","O","LPG",2045,462.059219823195
"732","O","MeOH",2045,963.028689736764
"733","O","NH3",2045,1101.29425083377
"734","O","RefPO",2045,158.420303939381
"735","O","H2",2045,1663.4131913635
"736","C","Oil",2046,216.675604166667
"737","C","LNG",2046,595.262648809524
"738","C","LPG",2046,727.543237433862
"739","C","MeOH",2046,1425.49739583333
"740","C","NH3",2046,1609.2617816092
"741","C","RefPO",2046,206.357718253968
"742","C","H2",2046,2063.57718253968
"743","T","Oil",2046,270.392907801418
"744","T","LNG",2046,905.333396656535
"745","T","LPG",2046,871.8025301137
"746","T","MeOH",2046,1445.35682624113
"747","T","NH3",2046,1515.13267302519
"748","T","RefPO",2046,241.422239108409
"749","T","H2",2046,2897.06686930091
"750","B","Oil",2046,304.016101694915
"751","B","LNG",2046,1131.0122830912
"752","B","LPG",2046,1005.34425163662
"753","B","MeOH",2046,1866.76553672316
"754","B","NH3",2046,2050.07026430288
"755","B","RefPO",2046,273.453636445162
"756","B","H2",2046,2026.77401129943
"757","G","Oil",2046,254.668380462725
"758","G","LNG",2046,750.362192434814
"759","G","LPG",2046,808.471049088015
"760","G","MeOH",2046,1519.07455012853
"761","G","NH3",2046,1686.08031202908
"762","G","RefPO",2046,226.371893744644
"763","G","H2",2046,2304.14248990084
"764","O","Oil",2046,131.409642117717
"765","O","LNG",2046,439.98764101914
"766","O","LPG",2046,456.283479575405
"767","O","MeOH",2046,950.990831115054
"768","O","NH3",2046,1087.52807269834
"769","O","RefPO",2046,156.440050140139
"770","O","H2",2046,1642.62052647146
"771","C","Oil",2047,213.932875
"772","C","LNG",2047,587.727678571428
"773","C","LPG",2047,718.333829365079
"774","C","MeOH",2047,1407.453125
